ID,Tipo,SKU,Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿En inventario?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1
,variation,G100016164-Unidad,NOXPIRIN PLUS 100 CAPSULAS - Unidad,1,,visible,,,,,,,1,6,,,,,,,,,,,900.00,,,,,,,G100016164,,,,,,1,Presentacion,Unidad,,
,variable,7703363005561,DOLEX 500 MG 200 TB,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7703363005561-Blister,DOLEX 500 MG 200 TB - Blister,1,,visible,,,,,,,1,2,,,,,,,,,,,4900.00,,,,,,,7703363005561,,,,,,1,Presentacion,Blister,,
,variation,7703363005561-Unidad,DOLEX 500 MG 200 TB - Unidad,1,,visible,,,,,,,1,9,,,,,,,,,,,500.00,,,,,,,7703363005561,,,,,,1,Presentacion,Unidad,,
,simple,200028761,PAN.HUGGIES ACTIVE SEC ET.4 XG 50 UDS,1,,visible,,,,,,,1,1,,,,,,,,,,,42000.00,,,,,,,,,,,,,,,,,
,simple,G200028761,PAN.HUGGIES ACTIVE SEC ET.4 XG 50 UDS,1,,visible,,,,,,,1,2,,,,,,,,,,,32900.00,,,,,,,,,,,,,,,,,
,simple,7704768005118,CALFAFEM D 600MG/250UI 30 CAP.BLAN ICOM,1,,visible,,,,,,,1,2,,,,,,,,,,,18900.00,,,,,,,,,,,,,,,,,
,variable,7704768000618,MULTICOMPLEX  CAPSU,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7704768000618-Caja,MULTICOMPLEX  CAPSU - Caja,1,,visible,,,,,,,1,4,,,,,,,,,,,19800.00,,,,,,,7704768000618,,,,,,1,Presentacion,Caja,,
,variation,7704768000618-Blister,MULTICOMPLEX  CAPSU - Blister,1,,visible,,,,,,,1,1,,,,,,,,,,,10900.00,,,,,,,7704768000618,,,,,,1,Presentacion,Blister,,
,variation,7704768000618-Unidad,MULTICOMPLEX  CAPSU - Unidad,1,,visible,,,,,,,1,9,,,,,,,,,,,2000.00,,,,,,,7704768000618,,,,,,1,Presentacion,Unidad,,
,simple,7707200907025,ALAZETA VITAMINAS 30 CAP,1,,visible,,,,,,,1,7,,,,,,,,,,,21800.00,,,,,,,,,,,,,,,,,
,simple,1212,PALETA CHOCOLISTO ,1,,visible,,,,,,,1,17,,,,,,,,,,,1000.00,,,,,,,,,,,,,,,,,
,variable,7704768001950,LEGRIP PLUS  CAPSULAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7704768001950-Blister,LEGRIP PLUS  CAPSULAS - Blister,1,,visible,,,,,,,1,6,,,,,,,,,,,8500.00,,,,,,,7704768001950,,,,,,1,Presentacion,Blister,,
,variation,7704768001950-Unidad,LEGRIP PLUS  CAPSULAS - Unidad,1,,visible,,,,,,,1,5,,,,,,,,,,,1000.00,,,,,,,7704768001950,,,,,,1,Presentacion,Unidad,,
,variable,100017884,LOSARTAN 50 MG+HCT 12.5 MG 30 TBS EC,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100017884-Caja,LOSARTAN 50 MG+HCT 12.5 MG 30 TBS EC - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,19800.00,,,,,,,100017884,,,,,,1,Presentacion,Caja,,
,variation,100017884-Blister,LOSARTAN 50 MG+HCT 12.5 MG 30 TBS EC - Blister,1,,visible,,,,,,,1,1,,,,,,,,,,,9500.00,,,,,,,100017884,,,,,,1,Presentacion,Blister,,
,simple,G200011384,TOA NOSOTRAS NATURAL INV.CLAS.TELA 30UDS,1,,visible,,,,,,,1,9,,,,,,,,,,,9800.00,,,,,,,,,,,,,,,,,
,variable,7703546043601,DOLORSIN FEM CAPSU X 36,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7703546043601-Caja,DOLORSIN FEM CAPSU X 36 - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,53900.00,,,,,,,7703546043601,,,,,,1,Presentacion,Caja,,
,variation,7703546043601-Blister,DOLORSIN FEM CAPSU X 36 - Blister,1,,visible,,,,,,,1,7,,,,,,,,,,,5900.00,,,,,,,7703546043601,,,,,,1,Presentacion,Blister,,
,variation,7703546043601-Unidad,DOLORSIN FEM CAPSU X 36 - Unidad,1,,visible,,,,,,,1,2,,,,,,,,,,,1500.00,,,,,,,7703546043601,,,,,,1,Presentacion,Unidad,,
,variable,7704768000526,ROXIDIL MASTICABLE *100 TABS STDO,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7704768000526-Caja,ROXIDIL MASTICABLE *100 TABS STDO - Caja,1,,visible,,,,,,,1,8,,,,,,,,,,,33900.00,,,,,,,7704768000526,,,,,,1,Presentacion,Caja,,
,variation,7704768000526-Blister,ROXIDIL MASTICABLE *100 TABS STDO - Blister,1,,visible,,,,,,,1,2,,,,,,,,,,,3900.00,,,,,,,7704768000526,,,,,,1,Presentacion,Blister,,
,variation,7704768000526-Unidad,ROXIDIL MASTICABLE *100 TABS STDO - Unidad,1,,visible,,,,,,,1,6,,,,,,,,,,,500.00,,,,,,,7704768000526,,,,,,1,Presentacion,Unidad,,
,variable,100017212,DICLOFENACO 75 MG 10  AMPOLLAS GF,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100017212-Caja,DICLOFENACO 75 MG 10  AMPOLLAS GF - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,18000.00,,,,,,,100017212,,,,,,1,Presentacion,Caja,,
,variation,100017212-Unidad,DICLOFENACO 75 MG 10  AMPOLLAS GF - Unidad,1,,visible,,,,,,,1,2,,,,,,,,,,,3500.00,,,,,,,100017212,,,,,,1,Presentacion,Unidad,,
,variable,1215,PALETA ALOHA SURTIDA ,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,1215-Caja,PALETA ALOHA SURTIDA  - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,35700.00,,,,,,,1215,,,,,,1,Presentacion,Caja,,
,variation,1215-Unidad,PALETA ALOHA SURTIDA  - Unidad,1,,visible,,,,,,,1,5,,,,,,,,,,,1200.00,,,,,,,1215,,,,,,1,Presentacion,Unidad,,
,simple,7701021114174,WINNY ULT SEC ET5 X30,1,,visible,,,,,,,1,5,,,,,,,,,,,29800.00,,,,,,,,,,,,,,,,,
,simple,7707232098074,MIELTERTOS NOCHE PANELA LIMON * 24 SB,1,,visible,,,,,,,1,1,,,,,,,,,,,36900.00,,,,,,,,,,,,,,,,,
,simple,7704768001479,GUANTES NEGROS NITRILO (SURTIDO),1,,visible,,,,,,,1,30,,,,,,,,,,,1500.00,,,,,,,,,,,,,,,,,
,variable,G200012098,JERINGA 5 ML,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,G200012098-Caja,JERINGA 5 ML - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,30000.00,,,,,,,G200012098,,,,,,1,Presentacion,Caja,,
,variation,G200012098-Unidad,JERINGA 5 ML - Unidad,1,,visible,,,,,,,1,69,,,,,,,,,,,500.00,,,,,,,G200012098,,,,,,1,Presentacion,Unidad,,
,simple,100012338,AMITRIPTILINA 25 MG 400 TABLETAS LP,1,,visible,,,,,,,1,9,,,,,,,,,,,1100.00,,,,,,,,,,,,,,,,,
,variable,7703038067214,PREDNISOLONA 5 X 100 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7703038067214-Caja,PREDNISOLONA 5 X 100 TABLETAS - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,13900.00,,,,,,,7703038067214,,,,,,1,Presentacion,Caja,,
,variation,7703038067214-Blister,PREDNISOLONA 5 X 100 TABLETAS - Blister,1,,visible,,,,,,,1,3,,,,,,,,,,,2000.00,,,,,,,7703038067214,,,,,,1,Presentacion,Blister,,
,variable,G7707200901320,DOLIVIUM FORTE 48 CAP,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,G7707200901320-Blister,DOLIVIUM FORTE 48 CAP - Blister,1,,visible,,,,,,,1,10,,,,,,,,,,,3900.00,,,,,,,G7707200901320,,,,,,1,Presentacion,Blister,,
,variation,G7707200901320-Unidad,DOLIVIUM FORTE 48 CAP - Unidad,1,,visible,,,,,,,1,2,,,,,,,,,,,1500.00,,,,,,,G7707200901320,,,,,,1,Presentacion,Unidad,,
,simple,7702057700188,VITAMINA C MK STDA,1,,visible,,,,,,,1,1,,,,,,,,,,,37900.00,,,,,,,,,,,,,,,,,
,simple,7702123006787,ALKA SELTZER  X 60 TABLETAS,1,,visible,,,,,,,1,13,,,,,,,,,,,1600.00,,,,,,,,,,,,,,,,,
,variable,7702870070888,SEVEDOL EXTRAFUERTE * 60 TBS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7702870070888-Blister,SEVEDOL EXTRAFUERTE * 60 TBS - Blister,1,,visible,,,,,,,1,5,,,,,,,,,,,6900.00,,,,,,,7702870070888,,,,,,1,Presentacion,Blister,,
,variation,7702870070888-Unidad,SEVEDOL EXTRAFUERTE * 60 TBS - Unidad,1,,visible,,,,,,,1,2,,,,,,,,,,,1400.00,,,,,,,7702870070888,,,,,,1,Presentacion,Unidad,,
,variable,100007778,ACETAMINOFEN 500 MG 100 TABLETAS GF,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100007778-Caja,ACETAMINOFEN 500 MG 100 TABLETAS GF - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,9800.00,,,,,,,100007778,,,,,,1,Presentacion,Caja,,
,variation,100007778-Blister,ACETAMINOFEN 500 MG 100 TABLETAS GF - Blister,1,,visible,,,,,,,1,2,,,,,,,,,,,1500.00,,,,,,,100007778,,,,,,1,Presentacion,Blister,,
,simple,7702090013061,JUGO HIT 200ML (SURTIDO),1,,visible,,,,,,,1,26,,,,,,,,,,,1200.00,,,,,,,,,,,,,,,,,
,variable,7703363000023,DOLEX FORTE 48 TAB,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7703363000023-Caja,DOLEX FORTE 48 TAB - Caja,1,,visible,,,,,,,1,4,,,,,,,,,,,54900.00,,,,,,,7703363000023,,,,,,1,Presentacion,Caja,,
,variation,7703363000023-Blister,DOLEX FORTE 48 TAB - Blister,1,,visible,,,,,,,1,5,,,,,,,,,,,7100.00,,,,,,,7703363000023,,,,,,1,Presentacion,Blister,,
,variation,7703363000023-Unidad,DOLEX FORTE 48 TAB - Unidad,1,,visible,,,,,,,1,12,,,,,,,,,,,1000.00,,,,,,,7703363000023,,,,,,1,Presentacion,Unidad,,
,variable,7702132514358,ADVIL MAX CPS X 72,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7702132514358-Blister,ADVIL MAX CPS X 72 - Blister,1,,visible,,,,,,,1,14,,,,,,,,,,,5300.00,,,,,,,7702132514358,,,,,,1,Presentacion,Blister,,
,variation,7702132514358-Unidad,ADVIL MAX CPS X 72 - Unidad,1,,visible,,,,,,,1,1,,,,,,,,,,,1500.00,,,,,,,7702132514358,,,,,,1,Presentacion,Unidad,,
,simple,G200018564,TOA NOSOTRAS INVIS.RAPIGEL DISP.30 UDS,1,,visible,,,,,,,1,5,,,,,,,,,,,9800.00,,,,,,,,,,,,,,,,,
,variable,100006605,ASA 100 MG 100 TABLETAS MK,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100006605-Caja,ASA 100 MG 100 TABLETAS MK - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,26900.00,,,,,,,100006605,,,,,,1,Presentacion,Caja,,
,variation,100006605-Blister,ASA 100 MG 100 TABLETAS MK - Blister,1,,visible,,,,,,,1,5,,,,,,,,,,,2900.00,,,,,,,100006605,,,,,,1,Presentacion,Blister,,
,simple,100012370,TIAMINA 300 MG 250 TABLETAS LP,1,,visible,,,,,,,1,15,,,,,,,,,,,1800.00,,,,,,,,,,,,,,,,,
,simple,100017339,LINCOMICINA 600 MG 10 AMPOLLAS GF,1,,visible,,,,,,,1,135,,,,,,,,,,,3900.00,,,,,,,,,,,,,,,,,
,simple,7702189037930,MAMUT OSCURO (SURTIDO),1,,visible,,,,,,,1,31,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,
,simple,200021163, BIANCHI BOLSA 100 UDS,1,,visible,,,,,,,1,37,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,
,variable,1203,BOCATTO ,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,1203-Caja,BOCATTO  - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,37800.00,,,,,,,1203,,,,,,1,Presentacion,Caja,,
,variation,1203-Unidad,BOCATTO  - Unidad,1,,visible,,,,,,,1,6,,,,,,,,,,,3200.00,,,,,,,1203,,,,,,1,Presentacion,Unidad,,
,variable,7703153028084,LEVOTIROXINA 100MG X 100 TAB,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7703153028084-Caja,LEVOTIROXINA 100MG X 100 TAB - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,22900.00,,,,,,,7703153028084,,,,,,1,Presentacion,Caja,,
,variation,7703153028084-Blister,LEVOTIROXINA 100MG X 100 TAB - Blister,1,,visible,,,,,,,1,2,,,,,,,,,,,3000.00,,,,,,,7703153028084,,,,,,1,Presentacion,Blister,,
,variable,G7703153036119,NIMESULIDA 100 MG 30 CAPSULAS BLANDAS PC,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,G7703153036119-Caja,NIMESULIDA 100 MG 30 CAPSULAS BLANDAS PC - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,17900.00,,,,,,,G7703153036119,,,,,,1,Presentacion,Caja,,
,variation,G7703153036119-Blister,NIMESULIDA 100 MG 30 CAPSULAS BLANDAS PC - Blister,1,,visible,,,,,,,1,2,,,,,,,,,,,8900.00,,,,,,,G7703153036119,,,,,,1,Presentacion,Blister,,
,variation,G7703153036119-Unidad,NIMESULIDA 100 MG 30 CAPSULAS BLANDAS PC - Unidad,1,,visible,,,,,,,1,8,,,,,,,,,,,1000.00,,,,,,,G7703153036119,,,,,,1,Presentacion,Unidad,,
,simple,100016942,NORAVER NARANJA MIEL 96 PASTILLAS,1,,visible,,,,,,,1,2,,,,,,,,,,,1400.00,,,,,,,,,,,,,,,,,
,variable,G100016942,NORAVER NARANJA MIEL 96 PASTILLAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,G100016942-Blister,NORAVER NARANJA MIEL 96 PASTILLAS - Blister,1,,visible,,,,,,,1,4,,,,,,,,,,,6900.00,,,,,,,G100016942,,,,,,1,Presentacion,Blister,,
,variation,G100016942-Unidad,NORAVER NARANJA MIEL 96 PASTILLAS - Unidad,1,,visible,,,,,,,1,1,,,,,,,,,,,1200.00,,,,,,,G100016942,,,,,,1,Presentacion,Unidad,,
,variable,7703712032736,IBUPROFENO DE 400 MG,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7703712032736-Caja,IBUPROFENO DE 400 MG - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,12900.00,,,,,,,7703712032736,,,,,,1,Presentacion,Caja,,
,variation,7703712032736-Blister,IBUPROFENO DE 400 MG - Blister,1,,visible,,,,,,,1,6,,,,,,,,,,,2000.00,,,,,,,7703712032736,,,,,,1,Presentacion,Blister,,
,simple,7707288820285,HALOPERIDOL 100TBS *10MG,1,,visible,,,,,,,1,1,,,,,,,,,,,44900.00,,,,,,,,,,,,,,,,,
,variable,1300,PALETA KIDS LLUVIA,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,1300-Caja,PALETA KIDS LLUVIA - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,22900.00,,,,,,,1300,,,,,,1,Presentacion,Caja,,
,variation,1300-Unidad,PALETA KIDS LLUVIA - Unidad,1,,visible,,,,,,,1,21,,,,,,,,,,,1000.00,,,,,,,1300,,,,,,1,Presentacion,Unidad,,
,variable,7702132508524,ADVIL ULTRA  X 72 CAPS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7702132508524-Caja,ADVIL ULTRA  X 72 CAPS - Caja,1,,visible,,,,,,,1,3,,,,,,,,,,,100900.00,,,,,,,7702132508524,,,,,,1,Presentacion,Caja,,
,variation,7702132508524-Blister,ADVIL ULTRA  X 72 CAPS - Blister,1,,visible,,,,,,,1,29,,,,,,,,,,,5300.00,,,,,,,7702132508524,,,,,,1,Presentacion,Blister,,
,variation,7702132508524-Unidad,ADVIL ULTRA  X 72 CAPS - Unidad,1,,visible,,,,,,,1,2,,,,,,,,,,,1500.00,,,,,,,7702132508524,,,,,,1,Presentacion,Unidad,,
,variable,7704768000250,CARAMELOS MASTICABLES ,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7704768000250-Caja,CARAMELOS MASTICABLES  - Caja,1,,visible,,,,,,,1,4,,,,,,,,,,,18800.00,,,,,,,7704768000250,,,,,,1,Presentacion,Caja,,
,variation,7704768000250-Unidad,CARAMELOS MASTICABLES  - Unidad,1,,visible,,,,,,,1,8,,,,,,,,,,,1800.00,,,,,,,7704768000250,,,,,,1,Presentacion,Unidad,,
,simple,1214,ALOHA VASO RASPADO ,1,,visible,,,,,,,1,3,,,,,,,,,,,2500.00,,,,,,,,,,,,,,,,,
,variable,7500435118026,CUCHILLA MINORA 20 CJ 5 UDS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7500435118026-Caja,CUCHILLA MINORA 20 CJ 5 UDS - Caja,1,,visible,,,,,,,1,14,,,,,,,,,,,39800.00,,,,,,,7500435118026,,,,,,1,Presentacion,Caja,,
,variation,7500435118026-Blister,CUCHILLA MINORA 20 CJ 5 UDS - Blister,1,,visible,,,,,,,1,16,,,,,,,,,,,2000.00,,,,,,,7500435118026,,,,,,1,Presentacion,Blister,,
,variation,7500435118026-Unidad,CUCHILLA MINORA 20 CJ 5 UDS - Unidad,1,,visible,,,,,,,1,3,,,,,,,,,,,500.00,,,,,,,7500435118026,,,,,,1,Presentacion,Unidad,,
,variable,G7701021114006,WINNY ULT SEC ET4 X30,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,G7701021114006-Caja,WINNY ULT SEC ET4 X30 - Caja,1,,visible,,,,,,,1,4,,,,,,,,,,,24900.00,,,,,,,G7701021114006,,,,,,1,Presentacion,Caja,,
,variation,G7701021114006-Unidad,WINNY ULT SEC ET4 X30 - Unidad,1,,visible,,,,,,,1,27,,,,,,,,,,,900.00,,,,,,,G7701021114006,,,,,,1,Presentacion,Unidad,,
,simple,.7702189053442,GALLETAS  CHOKIS (SURTIDO),1,,visible,,,,,,,1,2,,,,,,,,,,,1000.00,,,,,,,,,,,,,,,,,
,variable,200005711,COFFEE DELIGHT BLANDO 100 UDS R.1061,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,200005711-Caja,COFFEE DELIGHT BLANDO 100 UDS R.1061 - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,4500.00,,,,,,,200005711,,,,,,1,Presentacion,Caja,,
,variation,200005711-Unidad,COFFEE DELIGHT BLANDO 100 UDS R.1061 - Unidad,1,,visible,,,,,,,1,156,,,,,,,,,,,100.00,,,,,,,200005711,,,,,,1,Presentacion,Unidad,,
,simple,7702195116964,ZOPICLONA 7.5 MG TABLETAS,1,,visible,,,,,,,1,1,,,,,,,,,,,23900.00,,,,,,,,,,,,,,,,,
,simple,200005712,COFFEE DELIGHT 100 UDS R.0177,1,,visible,,,,,,,1,169,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,
,simple,100000125,PEDIALYTE (SURTIDO) 500 ML,1,,visible,,,,,,,1,12,,,,,,,,,,,5900.00,,,,,,,,,,,,,,,,,
,simple,7707232095769,MIELTERTOS  PASTILLAS  MASTICABLES 12 SB,1,,visible,,,,,,,1,10,,,,,,,,,,,1600.00,,,,,,,,,,,,,,,,,
,simple,77010148,CHOCOLATINA  LECHE X  12 GMS,1,,visible,,,,,,,1,42,,,,,,,,,,,500.00,,,,,,,,,,,,,,,,,
,simple,100014764,SAL BONFIEST LUA PLUS 32 SBS,1,,visible,,,,,,,1,8,,,,,,,,,,,2500.00,,,,,,,,,,,,,,,,,
,simple,G100014764,SAL BONFIEST LUA PLUS 32 SBS,1,,visible,,,,,,,1,12,,,,,,,,,,,2500.00,,,,,,,,,,,,,,,,,
,simple,100013869,NAPROXENO 500 MG 10 TABLETAS IC,1,,visible,,,,,,,1,6,,,,,,,,,,,6500.00,,,,,,,,,,,,,,,,,
,variable,G100013869,NAPROXENO 500 MG 10 TABLETAS IC,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,G100013869-Caja,NAPROXENO 500 MG 10 TABLETAS IC - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,5900.00,,,,,,,G100013869,,,,,,1,Presentacion,Caja,,
,variation,G100013869-Unidad,NAPROXENO 500 MG 10 TABLETAS IC - Unidad,1,,visible,,,,,,,1,9,,,,,,,,,,,700.00,,,,,,,G100013869,,,,,,1,Presentacion,Unidad,,
,simple,100011930,BISACODILO 5MG X100 TABS HUMAX,1,,visible,,,,,,,1,4,,,,,,,,,,,20000.00,,,,,,,,,,,,,,,,,
,simple,100012028,METFORMINA 850MG 30TABS PC,1,,visible,,,,,,,1,1,,,,,,,,,,,3900.00,,,,,,,,,,,,,,,,,
,simple,100018084,NITROFURANTOINA 100 MG 40 TABLETAS MK,1,,visible,,,,,,,1,2,,,,,,,,,,,19800.00,,,,,,,,,,,,,,,,,
,simple,7702195109546,HIOSCINA N-BUTIL X 100 TABLE,1,,visible,,,,,,,1,3,,,,,,,,,,,5900.00,,,,,,,,,,,,,,,,,
,variable,7703712036130,DICLOFENACO 50 MG TABL X 20,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7703712036130-Caja,DICLOFENACO 50 MG TABL X 20 - Caja,1,,visible,,,,,,,1,3,,,,,,,,,,,2000.00,,,,,,,7703712036130,,,,,,1,Presentacion,Caja,,
,variation,7703712036130-Blister,DICLOFENACO 50 MG TABL X 20 - Blister,1,,visible,,,,,,,1,1,,,,,,,,,,,1500.00,,,,,,,7703712036130,,,,,,1,Presentacion,Blister,,
,variation,7703712036130-Unidad,DICLOFENACO 50 MG TABL X 20 - Unidad,1,,visible,,,,,,,1,4,,,,,,,,,,,600.00,,,,,,,7703712036130,,,,,,1,Presentacion,Unidad,,
,simple,7702057711375,VALSARTAN 160 MG 30 TBS MK,1,,visible,,,,,,,1,1,,,,,,,,,,,37800.00,,,,,,,,,,,,,,,,,
,variable,7707019350920,ZIFLUVIS ACETILCISTEINA 600MG X30,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7707019350920-Caja,ZIFLUVIS ACETILCISTEINA 600MG X30 - Caja,1,,visible,,,,,,,1,10,,,,,,,,,,,67900.00,,,,,,,7707019350920,,,,,,1,Presentacion,Caja,,
,variation,7707019350920-Unidad,ZIFLUVIS ACETILCISTEINA 600MG X30 - Unidad,1,,visible,,,,,,,1,27,,,,,,,,,,,2300.00,,,,,,,7707019350920,,,,,,1,Presentacion,Unidad,,
,variable,7702006920612,CREMA PONDS SOBRE SURTIDA,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7702006920612-Caja,CREMA PONDS SOBRE SURTIDA - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,14900.00,,,,,,,7702006920612,,,,,,1,Presentacion,Caja,,
,variation,7702006920612-Unidad,CREMA PONDS SOBRE SURTIDA - Unidad,1,,visible,,,,,,,1,9,,,,,,,,,,,1500.00,,,,,,,7702006920612,,,,,,1,Presentacion,Unidad,,
,simple,7702425801677,PAN.HUGGIES ACTIVE SEC.ET.5 XXG 30 UDS,1,,visible,,,,,,,1,1,,,,,,,,,,,30800.00,,,,,,,,,,,,,,,,,
,variable,7702195116940,SILDENAFIL 50 MG 4 TABLETAS RC,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7702195116940-Caja,SILDENAFIL 50 MG 4 TABLETAS RC - Caja,1,,visible,,,,,,,1,14,,,,,,,,,,,6000.00,,,,,,,7702195116940,,,,,,1,Presentacion,Caja,,
,variation,7702195116940-Unidad,SILDENAFIL 50 MG 4 TABLETAS RC - Unidad,1,,visible,,,,,,,1,2,,,,,,,,,,,2000.00,,,,,,,7702195116940,,,,,,1,Presentacion,Unidad,,
,simple,7702037510974,JERINGA 3ML ,1,,visible,,,,,,,1,2,,,,,,,,,,,30000.00,,,,,,,,,,,,,,,,,
,simple,7707244561283,AGUA CIELO X1000ML CHUPO,1,,visible,,,,,,,1,4,,,,,,,,,,,1500.00,,,,,,,,,,,,,,,,,
,simple,7707244561689,AGUA CIELO X620ML,1,,visible,,,,,,,1,5,,,,,,,,,,,1000.00,,,,,,,,,,,,,,,,,
,simple,100012347,DICLOFENACO 50 MG 400 TABLETAS LP,1,,visible,,,,,,,1,33,,,,,,,,,,,1500.00,,,,,,,,,,,,,,,,,
,variable,G100005965,SAL DE FRUTAS LUA 50 SBS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
